content_id,addr1,addr2,collected_at,created_time,expguide,first_image,homepage,infocenter,map_level,map_x,map_y,parking,restdate,sigungu_code,title,usetime,zipcode,content_type_id,ldong_regn_code,ldong_signgu_code,category,overview,detail_info,avg_rating,review_count
2774471,강원특별자치도 원주시 북원로 2852,(태장동),2026-08-05 13:42:03.705075,2021-11-15 23:58:23,,https://tong.visitkorea.or.kr/cms/resource/95/4095695_image2_1.jpg,,,6,127.9530233541,37.3978520815,,,,미가일식당,,26312,39,51,130,1,"미가일식당운 원주 IC 근처 식당가에 위치해 있다. 이른 시간부터 영업하여 아침 식사가 가능하다. 제육볶음, 육개장, 갈비탕, 내장탕, 김치찌개, 순두부찌개, 청국장, 선지해장국 등 메뉴가 다양하다. 기사식당답게 가격도 크게 비싸지 않고, 주문 후 음식이 바로 나올 정도로 조리가 빠른 편이다. 된장찌개, 제육볶음, 간장게장, 생선구이로 구성된 미가일 정식이 인기 메뉴다.",[],0.00,0
2710730,강원특별자치도 평창군 봉평면 문학숲길 97,,2026-07-30 12:38:44.641711,2021-03-24 01:55:48,,http://tong.visitkorea.or.kr/cms/resource/99/3020199_image2_1.jpg,"평창문화관광 <a href=""https://tour.pc.go.kr/Home/H20000/H20200/placeDetail?place_no=267""target=""_blank"" title=""새창: 평창문화관광 홈페이지로 이동"">https://tour.pc.go.kr</a>",033-335-4477,,128.3576920694,37.6034282339,가능,동절기 (12~3월),15,효석문학의숲,상시 개방,25304,12,51,760,4,"이효석의 소설 《메밀꽃 필 무렵》을 테마로 꾸민 숲으로, 효석문화예술촌 건너편에 자리한다. 강원도 평창군 봉평면 창동리에 자리한 숲은 소설 속 배경을 재현, 이효석의 문학세계를 살펴볼 수 있는 산림휴양공간이다. 《메밀꽃 필 무렵》은 전국의 장을 돌아다니며 물건을 파는 장돌뱅이의 삶과 애환을 시적인 문체로 그려낸 한국 현대소설이다. 효석문학의 숲은 나무 덱 산책로를 따라 등장인물의 조형물, 주인공 허생원과 동이가 다투던 주막인 충주집, 허생원과 성서방네 처녀가 사랑을 나눈 물레방아, 숲속 도서관, 쉼터 등이 조성되어 있다. 소설 문장을 새긴 바위를 띄엄띄엄 배치, 글을 읽으며 자연스레 작품 속 배경을 둘러볼 수 있다. 산책로를 따라 나무가 우거지고 다양한 야생화가 자생하여 작가가 유년기를 보낸 봉평의 아름다운 자연을 느낄 수 있다. 자작나무 전망대, 오미자터널 등 사진 찍기 좋은 포인트도 있다.","[{""fldgubun"": ""1"", ""infoname"": ""등산로"", ""infotext"": ""3~11월 이용 가능\n"", ""contentid"": ""2710730"", ""serialnum"": ""0"", ""contenttypeid"": ""12""}, {""fldgubun"": ""3"", ""infoname"": ""화장실"", ""infotext"": ""있음\n"", ""contentid"": ""2710730"", ""serialnum"": ""1"", ""contenttypeid"": ""12""}, {""fldgubun"": ""3"", ""infoname"": ""이용가능시설"", ""infotext"": ""산책로(데크길)\t\t\n"", ""contentid"": ""2710730"", ""serialnum"": ""2"", ""contenttypeid"": ""12""}, {""fldgubun"": ""3"", ""infoname"": ""주차요금"", ""infotext"": ""무료"", ""contentid"": ""2710730"", ""serialnum"": ""3"", ""contenttypeid"": ""12""}, {""fldgubun"": ""4"", ""infoname"": ""외국어 안내서비스"", ""infotext"": ""없음\n"", ""contentid"": ""2710730"", ""serialnum"": ""4"", ""contenttypeid"": ""12""}]",0.00,0
1607565,강원특별자치도 춘천시 남산면 햇골길 80,제이드가든수목원,2026-07-30 12:38:44.641711,2012-04-20 00:20:20,,https://tong.visitkorea.or.kr/cms/resource/50/4058650_image2_1.jpg,https://www.instagram.com/jadegardenkorea/,033-260-8300,6,127.5417115449,37.8324970437,가능 (약 270대),연중무휴,,제이드가든,[제이드가든 수목원] - 09:00~18:00 (마지막 입장 17:00)[살롱제이드(브런치카페)]- 09:00~18:00 (마지막 주문 17:30),24464,12,51,110,5,"‘숲 속에서 만나는 작은 유럽’이라는 테마로 꾸민 이국적인 수목원으로 약 16만 3500㎡ 부지에 자연 지형을 가능한 원형대로 유지한 채로 24개의 테마 정원을 조성했다. 수목원 입구의 이탈리아 토스카나 풍 방문객 센터, 영국풍 화단으로 꾸민 영국식 보더가든, 이탈리아풍 정원 양식과 수로를 갖춘 이탈리안 웨딩 가든 등 곳곳에서 유럽 감성이 느껴진다.
수목원을 돌아보는 산책로는 크게 나무내음길, 숲 속바람길로 나눠진다. 중심부의 나무내음길은 바닥에 우드 칩이 깔려있고 테마 정원 곳곳으로의 접근성이 좋다. 숲 속바람길은 나무가 무성하고 시원해서 여름철에 걷기 좋다. 각 코스는 편도 40~60분 정도 소요되며 중간중간 서로 연결된다.
모든 코스는 매표소에서 시작해 가장 꼭대기의 가드너스 코티지나 스카이가든에서 끝난다. 산책 중 만날 수 있는 카페 허니비 코티지를 비롯해, 스튜디오제이드(Gift shop) 등의 편의시설을 갖췄다. 시기별로 야간 개장을 시행하며 경춘선 굴봉산역과 수목원을 오가는 셔틀버스를 운행한다.","[{""fldgubun"": ""1"", ""infoname"": ""입장료"", ""infotext"": ""- 성인 11,000원\n- 중고생 6,000원\n- 어린이 6,000원\n- 경로/유공자/군인/춘천시민(증빙자료 필수) 8,000원\n※ 무료 : 36개월 미만(증빙자료 필수)"", ""contentid"": ""1607565"", ""serialnum"": ""1"", ""contenttypeid"": ""12""}, {""fldgubun"": ""2"", ""infoname"": ""화장실"", ""infotext"": ""있음"", ""contentid"": ""1607565"", ""serialnum"": ""5"", ""contenttypeid"": ""12""}]",0.00,0
2892363,강원특별자치도 속초시 대포항희망길 51,1층,2026-08-05 13:42:03.705075,2022-11-01 13:31:04,,https://tong.visitkorea.or.kr/cms/resource/07/3588707_image2_1.jpg,,,6,128.6058946853,38.1731647492,,,,대포대게회직판장,,24901,39,51,210,1,"대포대게회직판장은 강원도 속초시 대포항에 있는 대게 직판장이다. 대포항 수산시장에서도 가깝다. 1층은 수족관과 식당, 2층은 식당만으로 꾸며 놓았다. 창가 자리에 앉으면 대포항이 한눈에 들어온다. 전망도 좋고 개방감도 있어 뷰 맛집이기도 하다. 킹크랩이나 대게뿐 아니라 식사류나 다양한 회도 즐길 수 있다. 대포 크랩을 시키면 테이블에 빈자리가 없을 정도로 푸짐한 한상 차림을 제공한다. 킹크랩은 직접 수입하고 국내산 물고기는 선주인 사장님이 직접 잡아서 파는 선주 직판 식당이다. 대포항에서 가장 큰 식당이라 찾기도 쉽다.","[{""fldgubun"": ""1"", ""infoname"": ""화장실"", ""infotext"": ""있음"", ""contentid"": ""2892363"", ""serialnum"": ""0"", ""contenttypeid"": ""39""}]",0.00,0
2734029,강원특별자치도 원주시 소초면 백교길 84-15,,2026-08-05 13:42:03.705075,2021-08-17 22:33:19,,https://tong.visitkorea.or.kr/cms/resource/32/4095632_image2_1.jpg,http://www.치악산캠핑장.kr,,6,128.0645561789,37.4260868714,,,,치악산한다리골캠핑장,,26304,28,51,130,7,"강원도 원주 치악산에 있는 한다리골 캠핑장은 사이트마다 지붕이 설치되어 있어 갑작스러운 날씨 변화에도 안심하고 캠핑을 즐길 수 있다. 치악산에서 흐르는 맑은 계곡과 에어바운스 놀이장이 아이들을 유혹한다. 치악산 국립공원, 횡성 한우마을과 근접해 있으며 박경리문학공원, 소금강 출렁다리, 오크밸리 스키장, 뮤지엄 산 등 가까운 거리에 주변 관광지도 쉽게 이용할 수 있다.",[],0.00,0
2715232,강원특별자치도 홍천군 서면 개야마을길 73,,2026-07-30 12:38:44.641711,2021-05-04 02:48:51,,http://tong.visitkorea.or.kr/cms/resource/32/3384232_image2_1.JPG,"<a href=""https://www.hongcheon.go.kr/tour/contents.do?key=2054#:~:text=%EB%8F%8C%EA%B3%84%EB%8B%A8%20%E2%86%92%20%EC%A0%84%EB%A7%9D%EB%8D%B0%ED%81%AC%20%E2%86%92%20%EB%B0%B0%EB%B0%94%EC%9C%84%EC%95%88%EB%82%B4%ED%8C%90-,%EA%B0%9C%EC%95%BC%EA%B0%95%EB%B3%80%20%EC%97%90%EC%9B%80%20%EB%85%B9%EC%83%89%EA%B8%B8,-%22%EC%97%90%EC%9B%80%EA%B8%B8%22%EC%9D%B4%EB%9E%80%20%EB%B0%98%EB%93%AF%ED%95%98%EC%A7%80"" target=""_blank"" title=""새창 : 홍천문화관광 홈페이지로 이동"">https://www.hongcheon.go.kr/tour</a>",,6,127.6298747224,37.6946540076,,,16,에움녹색길,,25100,28,51,720,6,"서면 개야리에 위치한 에움녹색길은 50년 이상된 나무가 우거진 밤나무길, 미루나무길, 강물소리길, 갈대숲길, 숲 속길 종자산길 등 다양한 볼거리가 있는 곳으로 지역문화의 자연자원을 스토리텔링과 접목한 친환경 녹색길이다. 개야리 마을의 강변과 마을 속 산을 가로질러 걸을 수 있는 길로 개암나무, 야생화, 싸리나무, 정미소, 가죽나무 등 다양한 볼거리가 있는 곳으로 트레킹뿐만 아니라 건강 휴양의 공간이 되기도 한다. 계절별로 자연의 경관을 느낄 수 있고, 총 6.5㎞구간에 여행자센터 이정표 해설판이 있으며 쉼터 등 편의시설을 잘 갖춰놓은 트레킹 길이다. 

(출처 : 강원특별자치도청)","[{""fldgubun"": ""1"", ""infoname"": ""포인트안내"", ""infotext"": """", ""contentid"": ""2715232"", ""serialnum"": ""0"", ""contenttypeid"": ""28""}, {""fldgubun"": ""3"", ""infoname"": ""이용요금"", ""infotext"": ""무료"", ""contentid"": ""2715232"", ""serialnum"": ""1"", ""contenttypeid"": ""28""}, {""fldgubun"": ""4"", ""infoname"": ""주요시설"", ""infotext"": """", ""contentid"": ""2715232"", ""serialnum"": ""2"", ""contenttypeid"": ""28""}]",0.00,0
1809589,강원특별자치도 태백시 창죽동,,2026-07-30 12:38:44.641711,2013-05-07 02:22:49,,https://tong.visitkorea.or.kr/cms/resource/77/3525477_image2_1.jpg,태백관광 https://tour.taebaek.go.kr/tour/,"태백시관광안내소 033-552-8363
태백시청 산림과 033-550-3875",6,128.9873960000,37.1719340000,가능,연중무휴,,금대봉야생화 군락지,상시 개방,26002,12,51,190,5,"대덕산(1,307m)과 금대봉(1,418m) 일대 126만 평은 1993년 환경부에서 지정한 생태경관보전지역이다. 이 지역에는 한계령풀 등 멸종위기야생식물 7종을 포함해 약 500여 종의 다양한 희귀 식물이 서식하고 있다. 천연기념물인 하늘다람쥐, 검독수리, 꼬리치레도롱뇽 등이 발견되어 생태적 보전가치가 매우 높다. 검룡소는 1987년 국립지리원의 실측 결과 한강의 최장 발원지로 공식 인정되었으며, 둘레 약 20m의 샘에서 하루 약 2,000톤의 맑은 지하수가 용출된다. 과도한 탐방객으로 인한 환경 훼손을 방지하기 위해 탐방 예약제를 실시하고 있다.

(출처 : 태백관광 홈페이지)","[{""fldgubun"": ""1"", ""infoname"": ""입장료"", ""infotext"": ""무료"", ""contentid"": ""1809589"", ""serialnum"": ""1"", ""contenttypeid"": ""12""}]",0.00,0
125707,강원특별자치도 속초시 해오름로 186,,2026-08-05 13:42:03.705075,2003-07-14 09:00:00,,https://tong.visitkorea.or.kr/cms/resource/06/4095606_image2_1.jpg,http://www.sokchotour.com,033-631-6055,6,128.6019333307,38.1905487347,가능,연중무휴,,속초해수욕장,상시 개방,24887,12,51,210,5,"1976년 처음 개장한 속초해수욕장은 국내 대표적인 해수욕장 가운데 하나다. 속초 시내와 가깝고 고속버스터미널이 도보 거리에 있어 교통이 편리한 것이 장점이다. 속초해수욕장은 바닷물이 맑고 깨끗한 데다 수심이 얕고 경사가 완만해 매년 여름철이면 전국에서 모여든 피서객들로 북적 해진다. 특히 성수기인 7~8월에는 너른 해변이 발 디딜 틈도 없이 사람들로 가득 찬다. 해수욕장 주변은 음식점과 편의 시설이 잘 갖춰져 있다. 해변 뒤편에는 소나무 숲이 우거져 있으며 작은 공원과 산책로도 조성되어 있다. 휴가철이 지난 후에도 해수욕장에는 관광객들의 발길이 끊이지 않는다. 모래사장 곳곳에 설치된 조형물들이 계절에 관계없이 다채로운 볼거리를 선사하기 때문이다.
속초를 형상화한 ‘ㅅㅊ’ 이니셜과 세계 각국의 방향을 표시한 커다란 나침반, 생동감 있는 돌고래 조각 등이 눈길을 사로잡는다. 푸른 바다를 배경으로 한 대형 액자 프레임과 하늘을 향해 뻗은 천국의 계단은 이곳에서 가장 인기 있는 포토존이다. 매년 이곳에서는 관광객들에게 더욱 즐거운 추억을 선물하기 위해 버스킹, 여름 해변축제, 속초 수제맥주 축제를 즐길 수 있다. 여행시기에 맞추어 방문한다면 밴드 공연, 음악회 등의 공연행사를 즐길 수 있다.","[{""fldgubun"": ""1"", ""infoname"": ""입장료"", ""infotext"": ""무료"", ""contentid"": ""125707"", ""serialnum"": ""1"", ""contenttypeid"": ""12""}, {""fldgubun"": ""1"", ""infoname"": ""주차요금"", ""infotext"": ""무료"", ""contentid"": ""125707"", ""serialnum"": ""4"", ""contenttypeid"": ""12""}, {""fldgubun"": ""2"", ""infoname"": ""화장실"", ""infotext"": ""있음"", ""contentid"": ""125707"", ""serialnum"": ""5"", ""contenttypeid"": ""12""}]",0.00,0
2855262,강원특별자치도 속초시 영금정로 24-1,,2026-08-05 13:42:03.705075,2022-09-19 15:41:09,,https://tong.visitkorea.or.kr/cms/resource/27/3577627_image2_1.jpg,,,6,128.5990829962,38.2124209339,,,,이선장,,24824,39,51,210,1,"이선장은 속초 동명항 근처에 있는 복어 요리 전문점이다. 이곳은 복어 요리가 유명한 집이다. 국가 기술 자격증을 여러 개 취득한 숙련된 장인이 하는 요리를 맛볼 수 있다. 깔끔하고 널찍한 1층과 2층을 모두 이용할 수 있다. 다양한 요리를 맛볼 수 있는 코스요리가 대표 메뉴이며 이 외에도 대게, 활복 사시미, 회덮밥, 물회 등 다양한 메뉴가 준비되어 있다.",[],0.00,0
3536027,강원특별자치도 강릉시 강동면 안인진길 45,,2026-07-30 12:38:44.641711,2025-09-12 08:29:41,,,,,6,128.9886117245,37.7357278798,,,1,일출봉횟집,,25626,39,51,150,1,일출봉횟집 #생선회,"[{""fldgubun"": ""1"", ""infoname"": ""화장실"", ""infotext"": ""있음"", ""contentid"": ""3536027"", ""serialnum"": ""0"", ""contenttypeid"": ""39""}]",0.00,0
1818945,강원특별자치도 인제군 인제읍 자작나무숲길 760,안내소~자작나무숲,2026-07-30 12:38:44.641711,2013-06-13 00:34:12,,https://tong.visitkorea.or.kr/cms/resource/33/3558333_image2_1.jpg,https://www.forest.go.kr,033-463-0044,6,128.1942815113,38.0092100744,가능,"매주 월요일~화요일 (단, 법정공휴일과 겹치는 경우 정상 운영) ※기상이변으로 입산이 통제될 수 있음(문의 후 방문 요망)",,원대리 자작나무 숲 (속삭이는 자작나무 숲),[하절기(5월~10월)]09:00~18:00 (입산가능 09:00~15:00)[동절기(11월~3월)]09:00~17:00 (입산가능 09:00~14:00)※ 자세한 사항은 홈페이지 참조,24639,12,51,810,5,"원대리 자작나무 숲은 속삭이는 자작나무 숲이라고도 부르는 자연 생태관광지이다. 1974년부터 1995년까지 138㏊에 자작나무 690,000본을 조림하여 형성된 이곳은 숲 속에 7코스의 탐방로와 숲 속 교실, 전망대, 생태연못, 인디언 집, 나무다리, 나무계단 등의 시설이 있어 산림욕과 힐링을 즐길 수 있다. 입구인 자작나무 숲 안내소에서 시작되는 숲길을 따라 걸어야 자작나무 숲에 닿을 수 있다. 숲길은 두 가지 길인데 도보로 80분가량 소요되는 원정임도와 1시간가량 걸리는 원대 임도다. 등산로를 따라 오르면 수령이 20년 이상 되는 자작나무가 빽빽하게 들어찬 숲이 펼쳐진다. 자작나무 숲은 하얀 줄기와 잎이 빛나는 모습이 마치 눈이 내린 것처럼 보이며  하늘을 향해 뻗은 자작나무 숲은 이국적인 풍취를 느끼게 한다. 숲 안에서는 다양한 난이도와 거리의 탐방로를 선택할 수 있다. 가장 인기 있는 코스는 순백의 자작나무 숲 집중 생육 지역을 볼 수 있는 1코스(자작나무 코스)로 약 0.9㎞ 거리이며 약 50분 정도 소요된다. 겨울철에는 흰 눈에 뒤덮인 숲과 새하얀 자작나무가 어우러져 사진 촬영 장소로 인기가 좋다. 어린이가 있는 가족 단위의 방문객이라면 유아 숲 체험원에서 숲 속교실, 인디언집 등 자연을 주제로 한 다양한 체험 활동을 즐길 수도 있다.","[{""fldgubun"": ""1"", ""infoname"": ""주차요금"", ""infotext"": ""무료"", ""contentid"": ""1818945"", ""serialnum"": ""4"", ""contenttypeid"": ""12""}, {""fldgubun"": ""2"", ""infoname"": ""화장실"", ""infotext"": ""있음"", ""contentid"": ""1818945"", ""serialnum"": ""5"", ""contenttypeid"": ""12""}]",0.00,0
1822775,강원특별자치도 원주시 매봉길 49,,2026-07-30 12:38:44.641711,2013-06-25 02:25:58,,http://tong.visitkorea.or.kr/cms/resource/21/3579221_image2_1.jpg,"<a href=""https://www.xn--961bs8ic8dgpgcxau6g.kr/"" target=""_blank"" title=""새창 : 어사또왕족발 홈페이지로 이동"">https://www.어사또왕족발.kr/</a>",,6,127.9454709566,37.3209281396,,,9,천매막국수 어사또왕족발보쌈,,26399,39,51,130,1,"천매막국수 어사또왕족발보쌈은 강원특별자치도 원주시에 위치하고 있다. 
시원하고 구수한 메밀육수, 직접 뽑은 메밀면, 12가지 과일로 숙성한 특제 소스가 어우러진 40년 전통의 막국수가 대표메뉴이다. 매일매일 삶는 국내산 족발과 이베리코 보쌈도 맛볼 수 있다. 80석 이상의 좌석이 완비되어 있어 가족식사 및 회식 장소로 손색이 없다.","[{""fldgubun"": ""1"", ""infoname"": ""화장실"", ""infotext"": ""있음"", ""contentid"": ""1822775"", ""serialnum"": ""0"", ""contenttypeid"": ""39""}]",0.00,0
1853002,강원특별자치도 춘천시 남면 박암관천길 93-7,,2026-07-30 12:38:44.641711,2013-10-23 23:57:06,,http://tong.visitkorea.or.kr/cms/resource/49/3587149_image2_1.jpg,"<a href=""http://www.watersky.co.kr"" target=""_blank"" title=""새창 : 수하늘펜션 홈페이지로 이동"">http://www.watersky.co.kr</a>",,6,127.5650405152,37.7360424461,,,13,수하늘펜션,,24468,32,51,110,7,"춘천시 남면 가정리에 위치한 수하늘 펜션은 2013년 7월에 오픈한 곳으로 현대인의 자연, 힐링, 레저, 휴식처이다. 또한, 강과 계곡과 산림이 어우러져 한 폭의 동양화 같은 사계절 내내 최상의 자연 환경을 갖추고 있다. 수하늘 펜션은 워크숍, 캠프, 동호회, MT, 가족여행 등 다양한 목적으로 이용할 수 있으며, 호수의 경치가 매우 아름다운 곳이다.","[{""roompc"": """", ""roomtv"": ""Y"", ""roombath"": """", ""roomcode"": """", ""roomcook"": ""Y"", ""roomimg1"": ""http://tong.visitkorea.or.kr/cms/resource/52/3587152_image2_1.jpg"", ""roomimg2"": ""http://tong.visitkorea.or.kr/cms/resource/53/3587153_image2_1.jpg"", ""roomimg3"": """", ""roomimg4"": """", ""roomimg5"": """", ""roomsofa"": """", ""contentid"": ""1853002"", ""roomcable"": ""Y"", ""roomcount"": ""1"", ""roomintro"": ""※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망"", ""roomsize1"": ""27"", ""roomsize2"": ""89"", ""roomtable"": ""Y"", ""roomtitle"": ""금화란"", ""roomimg1alt"": """", ""roomimg2alt"": """", ""roomimg3alt"": """", ""roomimg4alt"": """", ""roomimg5alt"": """", ""cpyrhtDivCd1"": ""Type3"", ""cpyrhtDivCd2"": ""Type3"", ""cpyrhtDivCd3"": """", ""cpyrhtDivCd4"": """", ""cpyrhtDivCd5"": """", ""roominternet"": ""Y"", ""roommaxcount"": ""6"", ""contenttypeid"": ""32"", ""roombasecount"": ""4"", ""roomhairdryer"": ""Y"", ""roomtoiletries"": ""Y"", ""roomhometheater"": """", ""roomaircondition"": ""Y"", ""roombathfacility"": ""Y"", ""roomrefrigerator"": ""Y"", ""roomoffseasonminfee1"": ""149000"", ""roomoffseasonminfee2"": ""199000"", ""roompeakseasonminfee1"": ""249000"", ""roompeakseasonminfee2"": ""249000""}, {""roompc"": """", ""roomtv"": ""Y"", ""roombath"": """", ""roomcode"": """", ""roomcook"": ""Y"", ""roomimg1"": ""http://tong.visitkorea.or.kr/cms/resource/56/3587156_image2_1.jpg"", ""roomimg2"": ""http://tong.visitkorea.or.kr/cms/resource/57/3587157_image2_1.jpg"", ""roomimg3"": """", ""roomimg4"": """", ""roomimg5"": """", ""roomsofa"": ""Y"", ""contentid"": ""1853002"", ""roomcable"": ""Y"", ""roomcount"": ""1"", ""roomintro"": ""※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망"", ""roomsize1"": ""25"", ""roomsize2"": ""82"", ""roomtable"": ""Y"", ""roomtitle"": ""숲풀란"", ""roomimg1alt"": """", ""roomimg2alt"": """", ""roomimg3alt"": """", ""roomimg4alt"": """", ""roomimg5alt"": """", ""cpyrhtDivCd1"": ""Type3"", ""cpyrhtDivCd2"": ""Type3"", ""cpyrhtDivCd3"": """", ""cpyrhtDivCd4"": """", ""cpyrhtDivCd5"": """", ""roominternet"": ""Y"", ""roommaxcount"": ""6"", ""contenttypeid"": ""32"", ""roombasecount"": ""4"", ""roomhairdryer"": ""Y"", ""roomtoiletries"": ""Y"", ""roomhometheater"": """", ""roomaircondition"": ""Y"", ""roombathfacility"": ""Y"", ""roomrefrigerator"": ""Y"", ""roomoffseasonminfee1"": ""149000"", ""roomoffseasonminfee2"": ""199000"", ""roompeakseasonminfee1"": ""249000"", ""roompeakseasonminfee2"": ""249000""}, {""roompc"": """", ""roomtv"": ""Y"", ""roombath"": """", ""roomcode"": """", ""roomcook"": ""Y"", ""roomimg1"": ""http://tong.visitkorea.or.kr/cms/resource/61/3587161_image2_1.jpg"", ""roomimg2"": ""http://tong.visitkorea.or.kr/cms/resource/60/3587160_image2_1.jpg"", ""roomimg3"": """", ""roomimg4"": """", ""roomimg5"": """", ""roomsofa"": """", ""contentid"": ""1853002"", ""roomcable"": ""Y"", ""roomcount"": ""1"", ""roomintro"": ""※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망"", ""roomsize1"": ""25"", ""roomsize2"": ""82"", ""roomtable"": ""Y"", ""roomtitle"": ""청화란"", ""roomimg1alt"": """", ""roomimg2alt"": """", ""roomimg3alt"": """", ""roomimg4alt"": """", ""roomimg5alt"": """", ""cpyrhtDivCd1"": ""Type3"", ""cpyrhtDivCd2"": ""Type3"", ""cpyrhtDivCd3"": """", ""cpyrhtDivCd4"": """", ""cpyrhtDivCd5"": """", ""roominternet"": ""Y"", ""roommaxcount"": ""6"", ""contenttypeid"": ""32"", ""roombasecount"": ""4"", ""roomhairdryer"": ""Y"", ""roomtoiletries"": ""Y"", ""roomhometheater"": """", ""roomaircondition"": ""Y"", ""roombathfacility"": ""Y"", ""roomrefrigerator"": ""Y"", ""roomoffseasonminfee1"": ""200000"", ""roomoffseasonminfee2"": ""250000"", ""roompeakseasonminfee1"": ""300000"", ""roompeakseasonminfee2"": ""300000""}, {""roompc"": """", ""roomtv"": ""Y"", ""roombath"": """", ""roomcode"": """", ""roomcook"": ""Y"", ""roomimg1"": ""http://tong.visitkorea.or.kr/cms/resource/54/3587154_image2_1.jpg"", ""roomimg2"": ""http://tong.visitkorea.or.kr/cms/resource/55/3587155_image2_1.jpg"", ""roomimg3"": """", ""roomimg4"": """", ""roomimg5"": """", ""roomsofa"": """", ""contentid"": ""1853002"", ""roomcable"": ""Y"", ""roomcount"": ""1"", ""roomintro"": ""※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망"", ""roomsize1"": ""27"", ""roomsize2"": ""89"", ""roomtable"": ""Y"", ""roomtitle"": ""백화란"", ""roomimg1alt"": """", ""roomimg2alt"": """", ""roomimg3alt"": """", ""roomimg4alt"": """", ""roomimg5alt"": """", ""cpyrhtDivCd1"": ""Type3"", ""cpyrhtDivCd2"": ""Type3"", ""cpyrhtDivCd3"": """", ""cpyrhtDivCd4"": """", ""cpyrhtDivCd5"": """", ""roominternet"": ""Y"", ""roommaxcount"": ""6"", ""contenttypeid"": ""32"", ""roombasecount"": ""4"", ""roomhairdryer"": ""Y"", ""roomtoiletries"": ""Y"", ""roomhometheater"": """", ""roomaircondition"": ""Y"", ""roombathfacility"": ""Y"", ""roomrefrigerator"": ""Y"", ""roomoffseasonminfee1"": ""149000"", ""roomoffseasonminfee2"": ""199000"", ""roompeakseasonminfee1"": ""249000"", ""roompeakseasonminfee2"": ""249000""}, {""roompc"": """", ""roomtv"": ""Y"", ""roombath"": """", ""roomcode"": """", ""roomcook"": ""Y"", ""roomimg1"": ""http://tong.visitkorea.or.kr/cms/resource/58/3587158_image2_1.jpg"", ""roomimg2"": ""http://tong.visitkorea.or.kr/cms/resource/59/3587159_image2_1.jpg"", ""roomimg3"": """", ""roomimg4"": """", ""roomimg5"": """", ""roomsofa"": """", ""contentid"": ""1853002"", ""roomcable"": ""Y"", ""roomcount"": ""1"", ""roomintro"": ""※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망"", ""roomsize1"": ""25"", ""roomsize2"": ""82"", ""roomtable"": ""Y"", ""roomtitle"": ""청솔란"", ""roomimg1alt"": """", ""roomimg2alt"": """", ""roomimg3alt"": """", ""roomimg4alt"": """", ""roomimg5alt"": """", ""cpyrhtDivCd1"": ""Type3"", ""cpyrhtDivCd2"": ""Type3"", ""cpyrhtDivCd3"": """", ""cpyrhtDivCd4"": """", ""cpyrhtDivCd5"": """", ""roominternet"": ""Y"", ""roommaxcount"": ""6"", ""contenttypeid"": ""32"", ""roombasecount"": ""4"", ""roomhairdryer"": ""Y"", ""roomtoiletries"": ""Y"", ""roomhometheater"": """", ""roomaircondition"": ""Y"", ""roombathfacility"": ""Y"", ""roomrefrigerator"": ""Y"", ""roomoffseasonminfee1"": ""149000"", ""roomoffseasonminfee2"": ""199000"", ""roompeakseasonminfee1"": ""249000"", ""roompeakseasonminfee2"": ""249000""}]",0.00,0
4095616,강원특별자치도 인제군 인제읍 내린천로 6082-8,,2026-08-05 13:42:03.705075,2026-08-04 08:49:12,,https://tong.visitkorea.or.kr/cms/resource/21/4095621_image2_1.jpg,,,,128.2156231824,38.0344063250,,,,하늘내린 막국수,,24640,39,51,810,1,,[],0.00,0
1871407,,,2026-07-30 12:38:44.641711,2013-12-17 00:30:55,,http://tong.visitkorea.or.kr/cms/resource/37/1842037_image2_1.jpg,,,7,127.6966102847,37.6960495263,,,16,짜릿한 즐거움을 선사하는 가족여행,,,25,51,720,4,천혜의 자연 휴양지가 가득한 홍천에는 국내 최고 수준의 인공 휴양지인 비발디파크도 위치해 다양한 재미를 만끽할 수 있다. 8개의 봉우리로 이뤄진 팔봉산은 홍천강을 끼고 있어 아름다운 풍광을 만들어내며 바위와 암석으로 된 녹록치 않은 코스가 등반가들의 도전 의식을 자극한다. 여름에는 팔봉산오토캠핑장에 자리를 잡고 팔봉산과 홍천강을 여유롭게 즐겨 봐도 좋다. 비발디파크 오션월드의 짜릿한 재미도 놓치지 말자.,[],0.00,0
